,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
0,-1.4769516799253237,-0.9138035953786982,1.1024151436442489,-0.3226820989091173,-0.3031177314896951,-0.5367336142684542,-0.8728878033316646,-0.743753385850016,-0.6281292115047673,-0.6877987322063998,-0.5027354552167936,0
1,0.3485493755569259,1.0943270578680315,-0.907099295365541,1.4962459719274284,1.6729164131911824,1.6657639127007313,-0.3526493223899818,-0.02550972775302849,-0.07595177814781878,2.032551210107277,2.510810598189572,0
2,0.3485493755569259,1.0943270578680315,-0.907099295365541,1.1688389191768502,1.7858326500300898,-0.5367336142684542,-0.5806189938138653,1.7864231369916448,-0.3640443520731832,0.9222042948772049,0.9564552653799729,0
3,1.565550079211759,-0.9138035953786982,1.1024151436442489,1.7508959018445447,1.0518771105771925,1.6657639127007313,-1.077475969994124,0.8396474058637975,0.8123336581220549,1.599515913167549,0.03653068065592443,0
4,-1.4769516799253237,1.0943270578680315,1.1024151436442489,-0.06803216899200092,-0.15632662359911562,-0.16965069310692332,-1.4457346699865514,-0.07448088625964128,0.8363413726158353,-0.14372874374366443,0.06825221806020196,0
5,1.565550079211759,1.0943270578680315,-0.907099295365541,1.3507317262605048,2.0455399947595767,-1.2708994565915162,0.652755382351248,2.488343075586428,2.3968428147115595,1.5773089748629474,-0.1855200811740183,1
6,-0.2599509762704907,1.0943270578680315,1.1024151436442489,0.2593748837585773,0.01304773165924531,1.6657639127007313,-1.077475969994124,0.9702371618814315,0.21214079577754566,-0.3546946576373781,0.35374605469869974,0
7,-1.4769516799253237,1.0943270578680315,1.1024151436442489,-1.5231746256612375,-1.432280099878768,1.6657639127007313,1.2606745061482707,-0.9722854588808757,-0.9642372144176924,-1.354006881344443,-1.359216965132287,1
8,1.565550079211759,-0.9138035953786982,-0.907099295365541,-1.4140389414110448,-1.1951560025170627,-0.16965069310692332,-1.0424037128519883,-0.6621347883389948,-0.8201909274550102,-1.2984895355829396,-1.0420015910895117,0
9,0.9570497273843425,1.0943270578680315,1.1024151436442489,-0.7592248359098883,-0.4160339683286024,-1.637982377753047,-0.11298889858538633,0.13772746726901414,-0.02793634916025804,-0.6100744481402948,-0.5661785300253487,1
10,-0.2599509762704907,-0.9138035953786982,1.1024151436442489,0.6231604979258865,0.8825027553188314,1.2986809915392004,-0.16559728429859022,1.3130352714277211,0.23614851027132602,0.600203689460484,0.4806322043158099,0
11,0.3485493755569259,-0.9138035953786982,1.1024151436442489,0.0047249538414609075,-0.37086747359303945,0.9315980703776694,-1.4924976795093992,-0.13977576426845834,1.1484416610349801,-0.04379752137295792,-0.1855200811740183,0
12,-0.2599509762704907,1.0943270578680315,1.1024151436442489,1.4962459719274284,1.8761656395012156,0.5645151492161385,0.6586007585416039,0.5784678938285293,2.8289816755996062,0.6557210352219875,0.03653068065592443,1
13,-0.8684513280979073,-0.9138035953786982,-0.907099295365541,-1.1230104500771974,-0.8451156683164501,-0.9038165354299852,-0.5689282414331533,-0.8743431418676502,-0.8682063564425709,-1.0097993376231207,-0.9468369788766791,0
14,1.565550079211759,-0.9138035953786982,-0.907099295365541,-0.10441073040873183,-0.47249208674805604,-0.16965069310692332,1.3308190204325425,-0.25404180078388816,-0.219998065110501,0.15606492336845507,-0.15379854376974078,1
15,-0.2599509762704907,1.0943270578680315,1.1024151436442489,-1.6323103099114302,-1.5000298419821123,-1.2708994565915162,0.5650747394959081,-0.9722854588808757,-1.132291215874155,-1.5205589186289539,-1.3274954277280095,1
16,0.9570497273843425,-0.9138035953786982,1.1024151436442489,-0.7592248359098883,-0.6192831946386355,0.5645151492161385,1.2489837537675585,-0.7111059468456076,-0.48408292454208507,-0.9209715844047149,-0.1855200811740183,1
17,-0.2599509762704907,1.0943270578680315,-0.907099295365541,-0.8319819587433501,-0.517658581483619,-0.16965069310692332,0.9917872013918952,-1.0212566173874886,-1.1562989303679354,-0.9764889301662185,-0.5027354552167936,1
18,1.565550079211759,1.0943270578680315,-0.907099295365541,0.4776462522589628,-0.03211876307631761,0.19743222805460758,0.5007756014019923,0.4968492963175079,-0.31602892308562247,0.9444112331818063,0.3220245172944222,1
19,-0.2599509762704907,1.0943270578680315,-0.907099295365541,0.0047249538414609075,0.5098791737504373,0.19743222805460758,-1.4691161747479753,0.36625954029987384,-0.7721754984674495,0.3337204298052666,0.3854675921029773,0
20,0.9570497273843425,1.0943270578680315,-0.907099295365541,0.2957534451753082,-0.09986850517966198,0.9315980703776694,-0.21236029382143812,-0.5641924713257691,1.5565728074292464,0.8000661342018969,0.16341683027303455,0
21,0.9570497273843425,1.0943270578680315,1.1024151436442489,0.5504033750924247,1.2212514658355533,1.2986809915392004,-1.4924976795093992,0.9539134423792273,-0.7481677839736691,0.5002724670897775,1.146784489805638,0
22,-1.4769516799253237,-0.9138035953786982,1.1024151436442489,-1.6323103099114302,-1.522613089349894,-1.637982377753047,-0.08960739382396238,-1.0375803368896928,-1.0122526434052532,-1.5427658569335554,-1.4543815773451196,1
23,-1.4769516799253237,-0.9138035953786982,-0.907099295365541,-0.031653607575270006,-0.5741166999030726,0.9315980703776694,-1.4165077890347715,-0.5641924713257691,0.9323722305909568,-0.5545571023787911,-0.5027354552167936,0
